frame,x,y,speed_mps
199,0.0000,1.7917,0.000042
200,0.0000,1.7908,0.000025
201,0.0000,1.7898,0.000025
202,0.0000,1.7896,0.000006
203,0.0000,1.7899,0.000007
204,0.0000,1.7906,0.000021
205,0.0000,1.7909,0.000008
206,0.0000,1.7913,0.000010
207,0.0000,1.7914,0.000003
208,0.0000,1.7911,0.000007
209,0.0000,1.7909,0.000006
210,0.0000,1.7911,0.000005
211,0.0000,1.7914,0.000008
212,0.0000,1.7916,0.000006
213,0.0000,1.7918,0.000004
214,0.0000,1.7917,0.000002
215,0.0000,1.7914,0.000007
216,0.0000,1.7913,0.000005
217,0.0000,1.7910,0.000008
218,0.0000,1.7914,0.000012
219,0.0000,1.7923,0.000023
220,0.0000,1.7932,0.000025
221,0.0000,1.7940,0.000022
222,0.0000,1.7950,0.000027
223,0.0000,1.7953,0.000009
224,0.0000,1.7955,0.000004
225,0.0000,1.7962,0.000018
226,0.0000,1.7966,0.000012
227,0.0000,1.7967,0.000002
228,0.0000,1.7966,0.000001
229,0.0000,1.7964,0.000006
230,0.0000,1.7955,0.000024
231,0.0000,1.7947,0.000022
232,0.0000,1.7943,0.000011
233,0.0000,1.7941,0.000007
234,0.0000,1.7939,0.000004
235,0.0000,1.7929,0.000026
236,0.0000,1.7923,0.000018
237,0.0000,1.7917,0.000016
238,0.0000,1.7913,0.000012
239,0.0000,1.7911,0.000004
