frame,x,y,speed_mps
168,0.0000,8.2318,0.000822
169,0.0000,8.1792,0.001419
170,0.0000,8.1170,0.001679
171,0.0000,8.0496,0.001817
172,0.0000,7.9872,0.001682
173,0.0000,7.9399,0.001276
174,0.0000,7.9025,0.001009
175,0.0000,7.8712,0.000845
176,0.0000,7.8506,0.000557
177,0.0000,7.8387,0.000318
178,0.0000,7.3174,0.014062
179,0.0000,6.4320,0.023882
180,0.0000,5.3044,0.030415
181,0.0000,4.0284,0.034417
182,0.0000,3.1882,0.022665
183,0.0000,3.2007,0.000339
184,0.0000,3.3186,0.003180
185,0.0000,3.4831,0.004437
186,0.0000,3.6569,0.004686
187,0.0000,3.3037,0.009525
188,0.0000,3.0672,0.006381
189,0.0000,3.4359,0.009947
190,0.0000,4.2454,0.021835
191,0.0000,5.3483,0.029747
192,0.0000,6.6294,0.034555
193,0.0000,7.4957,0.023366
194,0.0000,8.0312,0.014445
195,0.0000,8.3155,0.007669
196,0.0000,8.4256,0.002968
197,0.0000,8.4265,0.000024
198,0.0000,7.8517,0.015504
199,0.0000,6.8767,0.026297
200,0.0000,5.6489,0.033118
201,0.0000,4.2799,0.036927
202,0.0000,2.8446,0.038714
203,0.0000,1.9077,0.025272
204,0.0000,1.3582,0.014821
205,0.0000,1.0909,0.007209
206,0.0000,1.5250,0.011710
207,0.0000,1.9346,0.011048
208,0.0000,2.7993,0.023322
209,0.0000,3.9570,0.031227
210,0.0000,5.2879,0.035899
211,0.0000,6.1925,0.024399
212,0.0000,7.2655,0.028942
213,0.0000,7.9365,0.018100
214,0.0000,8.3108,0.010095
215,0.0000,8.4697,0.004286
216,0.0000,8.4882,0.000499
217,0.0000,8.4258,0.001683
218,0.0000,8.3254,0.002707
219,0.0000,7.7006,0.016854
220,0.0000,7.2244,0.012843
221,0.0000,6.3769,0.022860
222,0.0000,5.2759,0.029697
223,0.0000,4.0171,0.033953
224,0.0000,3.6938,0.008722
225,0.0000,3.5661,0.003445
226,0.0000,3.5605,0.000150
227,0.0000,4.1409,0.015656
228,0.0000,5.1259,0.026569
229,0.0000,5.8578,0.019742
230,0.0000,6.3634,0.013637
231,0.0000,7.1966,0.022476
232,0.0000,7.7477,0.014864
233,0.0000,8.0747,0.008819
234,0.0000,7.7255,0.009420
235,0.0000,7.4037,0.008677
236,0.0000,7.1351,0.007246
237,0.0000,6.9214,0.005765
238,0.0000,6.7055,0.005822
239,0.0000,7.2774,0.015426
